actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/act_mag/max,test/rwd_metrics/act_mag/mean,test/rwd_metrics/act_mag/min,test/rwd_metrics/act_mag/size,test/rwd_metrics/act_mag/std,test/rwd_metrics/dense/max,test/rwd_metrics/dense/mean,test/rwd_metrics/dense/min,test/rwd_metrics/dense/size,test/rwd_metrics/dense/std,test/rwd_metrics/done/max,test/rwd_metrics/done/mean,test/rwd_metrics/done/min,test/rwd_metrics/done/size,test/rwd_metrics/done/std,test/rwd_metrics/foot_contact/max,test/rwd_metrics/foot_contact/mean,test/rwd_metrics/foot_contact/min,test/rwd_metrics/foot_contact/size,test/rwd_metrics/foot_contact/std,test/rwd_metrics/pelvis_move/max,test/rwd_metrics/pelvis_move/mean,test/rwd_metrics/pelvis_move/min,test/rwd_metrics/pelvis_move/size,test/rwd_metrics/pelvis_move/std,test/rwd_metrics/ref_rot/max,test/rwd_metrics/ref_rot/mean,test/rwd_metrics/ref_rot/min,test/rwd_metrics/ref_rot/size,test/rwd_metrics/ref_rot/std,test/rwd_metrics/solved/max,test/rwd_metrics/solved/mean,test/rwd_metrics/solved/min,test/rwd_metrics/solved/size,test/rwd_metrics/solved/std,test/rwd_metrics/sparse/max,test/rwd_metrics/sparse/mean,test/rwd_metrics/sparse/min,test/rwd_metrics/sparse/size,test/rwd_metrics/sparse/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
3.547441e-08,1.7798124e-09,147.56271,-0.0054196054,6.679217e-10,0.015601435,12.26408,97.687614,97.66987,2.685854,224.323,96.166504,226.32274,1.0,-0.13576096,-1.0,1110,0.8570993,0.2740949589174811,0.2740949589174811,0.2740949589174811,10,0.0,111,111.0,111,10,0.0,844.5966618061066,844.5966618061066,844.5966618061066,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-70.0,-70.0,-70.0,10,0.0,650.0753464915568,650.0753464915568,650.0753464915568,10,0.0,364.5213141017936,364.5213141017936,364.5213141017936,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.009009009009009,0.009009009009009,0.009009009009009,10,1.734723475976807e-18,5.59196,-0.175976,-5.216268,3125,1.0760583,109,97.1952519379845,5,2064,12.081087337419458,887.6578075885773,758.6497953852139,-74.58631443977356,2064,121.46681924767113,382088.0,293.6821143627167,200000.0,123.0,15443.512305498123,24600000.0,681.0084449098827,384375.0
3.5033786e-08,1.7281001e-09,148.67262,-0.00602426,6.8923095e-10,0.016282672,12.259803,97.60719,97.58866,2.7787044,224.40154,108.80714,226.34756,1.0,-0.1322604,-1.0,1120,0.86237943,0.2785975717579473,0.2785975717579473,0.2785975717579473,10,0.0,112,112.0,112,10,0.0,822.3470222949982,822.3470222949982,822.3470222949982,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-110.0,-110.0,-110.0,10,0.0,665.8149348062698,665.8149348062698,665.8149348062698,10,0.0,366.5320860316007,366.5320860316007,366.5320860316007,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0089285714285714,0.0089285714285714,0.0089285714285714,10,0.0,5.617541,-0.17544071,-5.4160037,3125,1.0771406,110,97.12183235867448,7,2052,11.625858913339307,891.9532418251038,758.9522116728214,-70.1752108335495,2052,120.72755301586852,384140.0,292.8162100315094,200000.0,124.0,15736.328515529633,24800000.0,683.0222957208496,387500.0
3.456624e-08,1.7213382e-09,149.6279,-0.0051277396,6.6373235e-10,0.015452065,12.257383,97.48792,97.46996,2.788637,224.83235,91.85616,226.81976,1.0,-0.13826534,-1.0,1100,0.8771138,0.2883168479693713,0.2883168479693713,0.2883168479693713,10,0.0,110,110.0,110,10,0.0,658.8547976016998,658.8547976016998,658.8547976016998,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-270.0,-270.0,-270.0,10,0.0,675.8923709396547,675.8923709396547,675.8923709396547,10,0.0,352.9624245199095,352.96242451990946,352.9624245199095,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.009090909090909,0.009090909090909,0.009090909090909,10,0.0,6.094138,-0.1748326,-5.54504,3125,1.0769475,112,99.0113188976378,32,2032,4.631007466013502,872.5902433395386,777.0129010881514,155.6573097705841,2032,62.24525832366098,386172.0,300.02047753334045,200000.0,125.0,16036.348993062971,25000000.0,666.6211641429527,390625.0
3.4148613e-08,1.683709e-09,150.12376,-0.0052974266,6.7254574e-10,0.015655968,12.255473,97.295616,97.27727,2.800515,225.19543,85.79583,227.22026,1.0,-0.12578319,-1.0,1140,0.8601261,0.2785794156119752,0.2785794156119752,0.2785794156119752,10,0.0,114,114.0,114,10,0.0,849.5994172096252,849.5994172096252,849.5994172096252,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-80.0,-80.0,-80.0,10,0.0,672.9895103370875,672.9895103370875,672.9895103370875,10,0.0,356.60990567703794,356.609905677038,356.60990567703794,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0087719298245614,0.0087719298245614,0.0087719298245614,10,0.0,5.806245,-0.1756401,-5.456621,3125,1.0768522,110,99.05789213260762,29,2021,5.043709326542384,887.1436483860016,776.2631009195566,22.295824635773897,2021,66.59711026433445,388193.0,299.5103828907013,200000.0,126.0,16335.859375953674,25200000.0,667.7564833302788,393750.0
3.371677e-08,1.6592311e-09,150.70222,-0.00514239,6.672262e-10,0.015540845,12.246832,97.14992,97.13109,2.8109696,224.8253,81.91134,226.82759,1.0,-0.1307443,-1.0,1130,0.85903794,0.2788998451380231,0.2788998451380231,0.2788998451380231,10,0.0,113,113.0,113,10,0.0,842.3945059776306,842.3945059776306,842.3945059776306,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-90.0,-90.0,-90.0,10,0.0,674.4016570137851,674.401657013785,674.4016570137851,10,1.1368683772161605e-13,357.9928511045837,357.9928511045837,357.9928511045837,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0088495575221238,0.0088495575221238,0.0088495575221238,10,0.0,5.8398943,-0.17265277,-5.987709,3125,1.0777656,110,94.06297348484848,6,2112,18.019200414630788,893.5014295578003,729.2596717506685,-70.55160880088806,2112,177.64561455460588,390305.0,309.56843304634094,200000.0,127.0,16645.427809000015,25400000.0,646.060704678054,396875.0
3.330107e-08,1.6477801e-09,151.37735,-0.004819758,6.499933e-10,0.015264794,12.251658,97.00714,96.98871,2.7522237,224.663,77.38708,226.71503,1.0,-0.12689523,-1.0,1140,0.8567146,0.276298121498324,0.276298121498324,0.276298121498324,10,0.0,114,114.0,114,10,0.0,886.181238412857,886.181238412857,886.181238412857,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-50.0,-50.0,-50.0,10,0.0,674.5892789522711,674.5892789522711,674.5892789522711,10,0.0,361.59195530082974,361.59195530082974,361.59195530082974,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0087719298245614,0.0087719298245614,0.0087719298245614,10,0.0,5.673796,-0.17345448,-5.478141,3125,1.073669,112,99.334977799704,35,2027,4.798328009754684,889.7769417762756,777.7019548560247,74.90795719623566,2027,67.5658107033005,392332.0,301.9603774547577,200000.0,128.0,16947.388186454773,25600000.0,662.3385547660661,400000.0
3.2816853e-08,1.612355e-09,151.96649,-0.005263013,6.5200795e-10,0.0157487,12.241961,96.94601,96.92682,2.7520216,225.28925,74.84591,227.33102,1.0,-0.12767991,-1.0,1140,0.8488686,0.273188856771968,0.2731888567719681,0.273188856771968,10,5.551115123125783e-17,114,114.0,114,10,0.0,904.4773395061492,904.4773395061492,904.4773395061492,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-40.0,-40.0,-40.0,10,0.0,676.7617103707283,676.7617103707282,676.7617103707283,10,1.1368683772161605e-13,367.7156262269256,367.7156262269256,367.7156262269256,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0087719298245614,0.0087719298245614,0.0087719298245614,10,0.0,5.691532,-0.17284733,-5.4883237,3125,1.0735257,110,97.76743052169674,6,2051,12.8350003016923,898.4017782211304,763.3967908867036,-72.04373836517334,2051,128.69956210588322,394383.0,325.4353313446045,200000.0,129.0,17272.823517799377,25800000.0,614.5614219994429,403125.0
3.2348208e-08,1.6358299e-09,152.63062,-0.0055962326,5.9619654e-10,0.016127745,12.236721,96.91146,96.89323,2.8325143,225.50784,126.69601,227.44038,1.0,-0.1273812,-1.0,1150,0.8601964,0.279892803026685,0.279892803026685,0.279892803026685,10,0.0,115,115.0,115,10,0.0,881.1991150379181,881.1991150379181,881.1991150379181,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-80.0,-80.0,-80.0,10,0.0,696.0448474677132,696.0448474677132,696.0448474677132,10,0.0,365.1542738015798,365.1542738015797,365.1542738015798,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.008695652173913,0.008695652173913,0.008695652173913,10,1.734723475976807e-18,5.9300594,-0.1726098,-5.439599,3125,1.0728902,111,95.4961759082218,5,2092,18.77336618508633,896.5364005565643,740.0605921008296,-100.86284589767456,2092,182.8580332978277,396475.0,293.9630048274994,200000.0,130.0,17566.786522626877,26000000.0,680.3577209226111,406250.0
3.194839e-08,1.5881324e-09,153.6513,-0.005781083,6.163066e-10,0.016383022,12.226448,96.950935,96.9321,2.8858867,225.82802,121.99341,227.71648,1.0,-0.13087568,-1.0,1150,0.86261594,0.2814089474929691,0.2814089474929692,0.2814089474929691,10,5.551115123125783e-17,115,115.0,115,10,0.0,832.7750520706177,832.7750520706177,832.7750520706177,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-130.0,-130.0,-130.0,10,0.0,701.9788296156382,701.9788296156382,701.9788296156382,10,0.0,360.7962234485169,360.79622344851686,360.7962234485169,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.008695652173913,0.008695652173913,0.008695652173913,10,1.734723475976807e-18,5.9485626,-0.173546,-5.383113,3125,1.0724368,135,100.01500750375187,26,1999,6.1115014613840986,916.7594692707062,781.6620534775071,26.319922506809235,1999,76.51775254835094,398474.0,305.223219871521,200000.0,131.0,17872.009742498398,26200000.0,655.2581421694814,409375.0
3.1681363e-08,1.5651123e-09,154.77104,-0.0057580383,6.2090166e-10,0.016437242,12.210033,96.853935,96.83457,2.8027568,226.81752,98.37767,228.77026,1.0,-0.12396768,-1.0,1160,0.85498416,0.2763330775284879,0.2763330775284879,0.2763330775284879,10,5.551115123125783e-17,116,116.0,116,10,0.0,898.422150850296,898.422150850296,898.422150850296,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-80.0,-80.0,-80.0,10,0.0,705.6598547424184,705.6598547424184,705.6598547424184,10,0.0,372.76229454804496,372.7622945480449,372.76229454804496,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0086206896551724,0.0086206896551724,0.0086206896551724,10,0.0,5.6727257,-0.1738127,-6.3737726,3125,1.0718933,114,100.06021073758154,32,1993,5.365178033336639,902.4251716136932,785.3489854969421,40.07544238865376,1993,70.83795828394507,400467.0,300.67710638046265,200000.0,132.0,18172.68684887886,26400000.0,665.165374270063,412500.0
3.1352087e-08,1.5847872e-09,155.24677,-0.0053248503,5.78507e-10,0.016036876,12.197124,96.82181,96.80339,2.739147,227.77731,80.78433,229.75258,1.0,-0.1263511,-1.0,1140,0.8556236,0.2761355002493406,0.2761355002493406,0.2761355002493406,10,0.0,114,114.0,114,10,0.0,903.3473446369172,903.3473446369172,903.3473446369172,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-60.0,-60.0,-60.0,10,0.0,694.9505557112241,694.9505557112241,694.9505557112241,10,0.0,368.3967885190371,368.3967885190372,368.3967885190371,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0087719298245614,0.0087719298245614,0.0087719298245614,10,0.0,6.4115286,-0.172609,-5.350774,3125,1.0718921,112,100.21023582538886,72,1993,4.338818306823845,913.00896692276,788.2818217444581,420.8938388824463,1993,63.01284868908029,402460.0,302.1012182235718,200000.0,133.0,18474.788067102432,26600000.0,662.0297699428303,415625.0
3.1189522e-08,1.5254712e-09,155.78654,-0.0064934767,6.266062e-10,0.01724275,12.206173,96.772545,96.752716,2.770141,228.62447,78.18451,230.57268,1.0,-0.13159832,-1.0,1130,0.85828185,0.2784137696706667,0.2784137696706667,0.2784137696706667,10,0.0,113,113.0,113,10,0.0,906.8967761993408,906.8967761993408,906.8967761993408,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-40.0,-40.0,-40.0,10,0.0,678.9872283489192,678.9872283489192,678.9872283489192,10,0.0,367.909543904615,367.909543904615,367.909543904615,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0088495575221238,0.0088495575221238,0.0088495575221238,10,0.0,5.933471,-0.16997106,-5.4773817,3125,1.0732845,110,97.99658203125,5,2048,11.49067590913344,900.3555064201355,768.2102943384434,-74.34054899215698,2048,117.0371858325571,404508.0,310.2233955860138,200000.0,134.0,18785.01146268845,26800000.0,644.6967019434458,418750.0
3.0995885e-08,1.5690597e-09,156.1735,-0.0041282726,5.696564e-10,0.014904247,12.212485,96.69558,96.67737,2.690453,228.56844,38.24832,230.66667,1.0,-0.121355124,-1.0,1150,0.8533549,0.2769672555715949,0.2769672555715949,0.2769672555715949,10,0.0,115,115.0,115,10,0.0,934.6043510437012,934.6043510437012,934.6043510437012,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-40.0,-40.0,-40.0,10,0.0,693.9905407815536,693.9905407815535,693.9905407815536,10,1.1368683772161605e-13,380.6138104908935,380.6138104908936,380.6138104908935,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.008695652173913,0.008695652173913,0.008695652173913,10,1.734723475976807e-18,5.965847,-0.16880016,-5.245923,3125,1.0724304,111,100.0155232849274,33,1997,4.722574875983708,907.5428245067596,786.306684314936,151.57781714200974,1997,70.10166642546751,406505.0,310.7159218788147,200000.0,135.0,19095.72738456726,27000000.0,643.6747714460668,421875.0
3.0770156e-08,1.5741013e-09,156.20026,-0.0046160724,5.490392e-10,0.015393888,12.216455,96.69737,96.67846,2.6399705,228.83437,27.54823,230.98256,1.0,-0.12816612,-1.0,1160,0.85500765,0.2783363038387004,0.2783363038387004,0.2783363038387004,10,0.0,116,116.0,116,10,0.0,938.3834719657898,938.3834719657898,938.3834719657898,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-40.0,-40.0,-40.0,10,0.0,697.0279568799513,697.0279568799513,697.0279568799513,10,0.0,381.3555181686549,381.3555181686549,381.3555181686549,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0086206896551724,0.0086206896551724,0.0086206896551724,10,0.0,5.763312,-0.16867714,-6.25982,3125,1.0717254,112,100.6831234256927,45,1985,4.094333777981683,911.3571846485138,794.1429995800287,155.82805199746508,1985,61.42621091455937,408490.0,312.7259542942047,200000.0,136.0,19408.453338861465,27200000.0,639.5375799600088,425000.0
3.0437178e-08,1.5760165e-09,156.27142,-0.0048343395,5.241489e-10,0.015617068,12.232766,96.7197,96.70113,2.6401203,229.71631,49.597744,231.78192,1.0,-0.12388171,-1.0,1170,0.85029507,0.2739425022640785,0.2739425022640785,0.2739425022640785,10,0.0,117,117.0,117,10,0.0,946.1026656627656,946.1026656627656,946.1026656627656,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-40.0,-40.0,-40.0,10,0.0,700.0099660733675,700.0099660733675,700.0099660733675,10,0.0,386.0926959193984,386.0926959193984,386.0926959193984,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0085470085470085,0.0085470085470085,0.0085470085470085,10,0.0,6.345975,-0.16728647,-5.8530016,3125,1.0732005,111,96.85026480500724,6,2077,16.6674175584166,912.9884932041168,758.1361768539514,-72.90599370002747,2077,165.72619620878748,410567.0,316.43004274368286,200000.0,137.0,19724.88338160515,27400000.0,632.0512371892753,428125.0
3.0228115e-08,1.5284504e-09,156.69298,-0.006065967,5.572895e-10,0.01687778,12.231732,96.8578,96.837456,2.6604548,229.81871,53.354958,231.86992,1.0,-0.13493787,-1.0,1130,0.851311,0.2729542762696949,0.2729542762696949,0.2729542762696949,10,5.551115123125783e-17,113,113.0,113,10,0.0,907.9912811517715,907.9912811517715,907.9912811517715,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-80.0,-80.0,-80.0,10,0.0,674.4006381909054,674.4006381909055,674.4006381909054,10,1.1368683772161605e-13,413.59064118934026,413.5906411893403,413.59064118934026,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0088495575221238,0.0088495575221238,0.0088495575221238,10,0.0,5.819612,-0.1678191,-5.815828,3125,1.0722978,120,101.22290076335878,41,1965,4.928825194123173,916.3708982467653,798.3582478283641,209.31808775663376,1965,71.49562915065283,412532.0,318.06947445869446,200000.0,138.0,20042.952856063843,27600000.0,628.7934431317855,431250.0
3.0029973e-08,1.5339306e-09,157.22112,-0.0056643886,5.381378e-10,0.016512647,12.230238,97.02188,97.00198,2.718076,229.89209,56.3179,231.88525,1.0,-0.14742804,-1.0,1080,0.86232185,0.2760271778544264,0.2760271778544264,0.2760271778544264,10,0.0,108,108.0,108,10,0.0,672.2752385139465,672.2752385139465,672.2752385139465,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-270.0,-270.0,-270.0,10,0.0,663.0199796496465,663.0199796496465,663.0199796496465,10,0.0,379.2552590333473,379.2552590333472,379.2552590333473,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0092592592592592,0.0092592592592592,0.0092592592592592,10,0.0,5.951366,-0.16559565,-5.681845,3125,1.0730445,115,96.87200781631655,5,2047,17.038541700992795,916.4570324420928,758.4827115036536,-74.6600399017334,2047,168.7102898764099,414579.0,299.5908262729645,200000.0,139.0,20342.543682336807,27800000.0,667.5771834808291,434375.0
2.9849936e-08,1.5396191e-09,157.85857,-0.0055881785,5.2002685e-10,0.016480418,12.229114,97.10983,97.09082,2.769658,230.40028,107.672,232.32083,1.0,-0.13240497,-1.0,1160,0.8460192,0.2709442824560837,0.2709442824560836,0.2709442824560837,10,5.551115123125783e-17,116,116.0,116,10,0.0,899.1833627223969,899.1833627223969,899.1833627223969,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-90.0,-90.0,-90.0,10,0.0,685.101873032925,685.101873032925,685.101873032925,10,0.0,404.0814935790457,404.08149357904574,404.0814935790457,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0086206896551724,0.0086206896551724,0.0086206896551724,10,0.0,5.8220778,-0.1666854,-6.0544577,3125,1.0712334,114,99.301766437684,5,2038,13.219952016752282,936.273859500885,781.1105065954923,-73.31581711769104,2038,135.00829736488302,416617.0,298.279043674469,200000.0,140.0,20640.82272601128,28000000.0,670.5130790826619,437500.0
2.9702376e-08,1.5210319e-09,158.29706,-0.0060119345,5.284319e-10,0.01693443,12.228941,97.15237,97.13303,2.8330464,230.78282,121.71764,232.69452,1.0,-0.14679725,-1.0,1150,0.846713,0.2670111166925685,0.2670111166925685,0.2670111166925685,10,0.0,115,115.0,115,10,0.0,897.4637545347214,897.4637545347214,897.4637545347214,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-100.0,-100.0,-100.0,10,0.0,677.5946014865618,677.5946014865619,677.5946014865618,10,1.1368683772161605e-13,419.8691510900389,419.8691510900388,419.8691510900389,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.008695652173913,0.008695652173913,0.008695652173913,10,1.734723475976807e-18,5.5288167,-0.16898474,-5.869233,3125,1.0708629,114,101.4290076335878,56,1965,4.673314779189075,924.8599529266356,805.1306809261328,222.192677885294,1965,69.46777687962914,418582.0,302.26338148117065,200000.0,141.0,20943.086107492447,28200000.0,661.6745932634876,440625.0
2.9557231e-08,1.5448584e-09,158.67108,-0.005476573,4.945907e-10,0.01642488,12.2273,97.06007,97.04133,2.8326,231.75128,90.74898,233.72118,1.0,-0.13679025,-1.0,1150,0.8462514,0.2693333633393871,0.2693333633393871,0.2693333633393871,10,0.0,115,115.0,115,10,0.0,906.1418795585632,906.1418795585632,906.1418795585632,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-60.0,-60.0,-60.0,10,0.0,673.247505587225,673.2475055872249,673.247505587225,10,1.1368683772161605e-13,392.8943722412681,392.8943722412681,392.8943722412681,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.008695652173913,0.008695652173913,0.008695652173913,10,1.734723475976807e-18,5.563515,-0.16960979,-5.4481297,3125,1.0690616,115,101.35162601626016,46,1968,4.594904543358348,931.139298439026,804.2093266629372,191.4391762018204,1968,67.90010116587626,420550.0,303.98633790016174,200000.0,142.0,21247.07244539261,28400000.0,657.9243046958446,443750.0
2.940875e-08,1.5268009e-09,159.09055,-0.004975868,5.02403e-10,0.015953116,12.218826,96.90278,96.88365,2.8055265,232.85153,79.59549,234.81128,1.0,-0.13844617,-1.0,1120,0.8543367,0.2735385824087669,0.2735385824087669,0.2735385824087669,10,0.0,112,112.0,112,10,0.0,875.2504153251648,875.2504153251648,875.2504153251648,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-70.0,-70.0,-70.0,10,0.0,674.4394558385143,674.4394558385142,674.4394558385143,10,1.1368683772161605e-13,370.8109626946325,370.8109626946325,370.8109626946325,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0089285714285714,0.0089285714285714,0.0089285714285714,10,0.0,5.8218102,-0.17074327,-5.583251,3125,1.0672437,115,101.17878787878789,31,1980,5.038774356488952,921.6889898777008,802.636320299194,57.45836938510183,1980,71.79128357830858,422530.0,290.0636234283447,200000.0,143.0,21537.13606882096,28600000.0,689.5039013721987,446875.0
2.921954e-08,1.4618513e-09,159.27487,-0.0076268716,5.5429733e-10,0.018616838,12.198087,96.67579,96.65125,2.7699103,233.09024,71.93607,235.08382,1.0,-0.13412385,-1.0,1140,0.854081,0.2756159925472373,0.2756159925472373,0.2756159925472373,10,0.0,114,114.0,114,10,0.0,905.8772315979004,905.8772315979004,905.8772315979004,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-60.0,-60.0,-60.0,10,0.0,690.5995960618397,690.5995960618399,690.5995960618397,10,1.1368683772161605e-13,375.2776325320587,375.2776325320587,375.2776325320587,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0087719298245614,0.0087719298245614,0.0087719298245614,10,0.0,6.711492,-0.1704387,-6.0006127,3125,1.065799,115,98.93421698576336,5,2037,13.20874260613761,917.8020401000977,781.3057840358837,-74.25694274902344,2037,133.60178178726622,424567.0,299.2110860347748,200000.0,144.0,21836.347154855728,28800000.0,668.4244312283124,450000.0
2.90677e-08,1.4886804e-09,159.8953,-0.0070550824,5.169912e-10,0.01808786,12.169567,96.41773,96.39548,2.6770809,233.36203,40.97996,235.45883,1.0,-0.117283404,-1.0,1180,0.86008537,0.2810255876964601,0.2810255876964601,0.2810255876964601,10,0.0,118,118.0,118,10,0.0,863.2781238555908,863.2781238555908,863.2781238555908,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-130.0,-130.0,-130.0,10,0.0,714.1209172287495,714.1209172287494,714.1209172287495,10,1.1368683772161605e-13,379.1572055049981,379.1572055049981,379.1572055049981,10,5.684341886080804e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0084745762711864,0.0084745762711864,0.0084745762711864,10,1.734723475976807e-18,5.7173185,-0.16871302,-5.2546043,3125,1.0669681,121,101.60347470618294,64,1957,4.311118373585551,937.6589395999908,803.5595042219953,383.1688208580017,1957,64.48985073298178,426524.0,298.5356276035309,200000.0,145.0,22134.88278245926,29000000.0,669.9367898079128,453125.0
0.3035857,0.013779399,13.215996,-0.0038365698,0.0071680173,0.0047484734,4.382429,94.57056,94.55055,1.4400302,167119.62,355367650000.0,161496.52,1.0,-0.1193342,-1.0,1140,0.85802275,0.2790248570215433,0.2790248570215433,0.2790248570215433,10,0.0,114,114.0,114,10,0.0,833.2129600048065,833.2129600048065,833.2129600048065,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-120.0,-120.0,-120.0,10,0.0,699.046839975117,699.046839975117,699.046839975117,10,0.0,354.1661246595296,354.1661246595296,354.1661246595296,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0.0087719298245614,0.0087719298245614,0.0087719298245614,10,0.0,5.7012277,-0.16980085,-5.331242,3125,1.0655164,117,97.56167076167075,5,2035,18.645760336745106,937.2890555858612,766.756128298527,-74.84347987174988,2035,182.16432946276268,428559.0,304.27260088920593,200000.0,146.0,304.27260088920593,29200000.0,657.3053223179485,456250.0
