actor/alpha_mean,actor/alpha_mean_loss,actor/alpha_std,actor/alpha_std_loss,actor/kl_mean_loss,actor/kl_std_loss,actor/penalty_temperature,actor/policy_mean_loss,actor/policy_std_loss,actor/temperature,actor/temperature_loss,critic/loss,critic/q,test/action/max,test/action/mean,test/action/min,test/action/size,test/action/std,test/effort/max,test/effort/mean,test/effort/min,test/effort/size,test/effort/std,test/episode_length/max,test/episode_length/mean,test/episode_length/min,test/episode_length/size,test/episode_length/std,test/episode_score/max,test/episode_score/mean,test/episode_score/min,test/episode_score/size,test/episode_score/std,test/rwd_metrics/act_mag/max,test/rwd_metrics/act_mag/mean,test/rwd_metrics/act_mag/min,test/rwd_metrics/act_mag/size,test/rwd_metrics/act_mag/std,test/rwd_metrics/dense/max,test/rwd_metrics/dense/mean,test/rwd_metrics/dense/min,test/rwd_metrics/dense/size,test/rwd_metrics/dense/std,test/rwd_metrics/done/max,test/rwd_metrics/done/mean,test/rwd_metrics/done/min,test/rwd_metrics/done/size,test/rwd_metrics/done/std,test/rwd_metrics/foot_contact/max,test/rwd_metrics/foot_contact/mean,test/rwd_metrics/foot_contact/min,test/rwd_metrics/foot_contact/size,test/rwd_metrics/foot_contact/std,test/rwd_metrics/pelvis_move/max,test/rwd_metrics/pelvis_move/mean,test/rwd_metrics/pelvis_move/min,test/rwd_metrics/pelvis_move/size,test/rwd_metrics/pelvis_move/std,test/rwd_metrics/ref_rot/max,test/rwd_metrics/ref_rot/mean,test/rwd_metrics/ref_rot/min,test/rwd_metrics/ref_rot/size,test/rwd_metrics/ref_rot/std,test/rwd_metrics/solved/max,test/rwd_metrics/solved/mean,test/rwd_metrics/solved/min,test/rwd_metrics/solved/size,test/rwd_metrics/solved/std,test/rwd_metrics/sparse/max,test/rwd_metrics/sparse/mean,test/rwd_metrics/sparse/min,test/rwd_metrics/sparse/size,test/rwd_metrics/sparse/std,test/rwd_metrics/zR_mov_penalty/max,test/rwd_metrics/zR_mov_penalty/mean,test/rwd_metrics/zR_mov_penalty/min,test/rwd_metrics/zR_mov_penalty/size,test/rwd_metrics/zR_mov_penalty/std,test/terminated/max,test/terminated/mean,test/terminated/min,test/terminated/size,test/terminated/std,train/action/max,train/action/mean,train/action/min,train/action/size,train/action/std,train/episode_length/max,train/episode_length/mean,train/episode_length/min,train/episode_length/size,train/episode_length/std,train/episode_score/max,train/episode_score/mean,train/episode_score/min,train/episode_score/size,train/episode_score/std,train/episodes,train/epoch_seconds,train/epoch_steps,train/epochs,train/seconds,train/steps,train/steps_per_second,train/worker_steps
2.5333868e-08,1.6812244e-09,71.63819,-0.002417477,1.4281416e-10,0.0075754267,15.846325,190.85777,190.84752,16.419058,221.94278,584.83386,221.49414,1.0,0.11164436,-1.0,1500,0.733287,0.2890175754343775,0.2890175754343776,0.2890175754343775,10,5.551115123125783e-17,150,150.0,150,10,0.0,1010.7734428457916,1010.7619817070664,1010.6588314585388,10,0.0343834161758422,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-320.0,-320.0,-320.0,10,0.0,1098.7880943608566,1098.7880943608566,1098.7880943608566,10,0.0,232.5219909093693,232.5219909093693,232.5219909093693,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.536644008367985,-0.5481051485666075,-0.6512554103542105,10,0.0343834205958676,0.0,0.0,0.0,10,0.0,6.0825915,0.035941735,-6.1900816,3125,1.2005517,150,130.77314211212516,40,1534,23.63881100148436,1353.8025190457702,722.4241334722886,-289.3089067938272,1534,297.43480345960324,451616.0,286.0611085891724,200000.0,149.0,21302.46603035927,29800000.0,699.1513141593487,465625.0
2.5294058e-08,1.6783163e-09,72.0751,-0.0028829502,1.4285577e-10,0.008072358,15.840957,190.91371,190.90343,16.31532,222.63574,573.69275,222.23085,1.0,0.11144521,-1.0,1500,0.7357474,0.2909897303188009,0.2909897303188008,0.2909897303188009,10,5.551115123125783e-17,150,150.0,150,10,0.0,959.1254716999828,959.1225897915662,959.0966526158154,10,0.0086457252502441,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-370.0,-370.0,-370.0,10,0.0,1097.7217197292744,1097.7217197292744,1097.7217197292744,10,0.0,231.90768960738495,231.90768960738492,231.90768960738495,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5039364404631379,-0.5068183232914508,-0.5327552687462671,10,0.0086456484849387,0.0,0.0,0.0,10,0.0,5.6793003,0.03536363,-6.3306003,3125,1.1986414,150,130.24099541584806,39,1527,24.45558252208302,1320.2932630591094,714.8021609941391,-216.39713591337204,1527,303.7029536307597,453143.0,286.5665171146393,200000.0,150.0,21589.032547473907,30000000.0,697.9182425558502,468750.0
2.5267346e-08,1.6756364e-09,72.450554,-0.0029259194,1.4361226e-10,0.008142359,15.828935,190.82697,190.81657,16.43275,222.69012,588.4066,222.20576,1.0,0.11158667,-1.0,1500,0.73565155,0.2916027829073974,0.2916027829073974,0.2916027829073974,10,5.551115123125783e-17,150,150.0,150,10,0.0,1056.5513905626722,1056.498042069096,1056.4921144586988,10,0.0177828311920166,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-270.0,-270.0,-270.0,10,0.0,1095.070432766811,1095.070432766811,1095.070432766811,10,0.0,231.98398220065712,231.9839822006571,231.98398220065712,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5030231274890551,-0.5563715115684041,-0.562299109799443,10,0.0177827946931163,0.0,0.0,0.0,10,0.0,6.079213,0.033432994,-5.934075,3125,1.1987376,150,127.41904761904762,33,1575,27.168439072435746,1341.7833767831326,685.0380968064596,-208.3325010286644,1575,320.7091523789825,454718.0,281.99547505378723,200000.0,151.0,21871.02802252769,30200000.0,709.231238415625,471875.0
2.5252415e-08,1.6743384e-09,73.039894,-0.002613838,1.438358e-10,0.00787271,15.820935,190.72337,190.71301,16.518496,222.84573,603.86365,222.26474,1.0,0.11840184,-1.0,1500,0.7311212,0.291791614943955,0.291791614943955,0.291791614943955,10,5.551115123125783e-17,150,150.0,150,10,0.0,1117.5278396923095,1117.5275458175688,1117.5249009449035,10,0.0008816242218017,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-220.0,-220.0,-220.0,10,0.0,1105.0153757845303,1105.0153757845303,1105.0153757845303,10,0.0,233.0675465343085,233.0675465343085,233.0675465343085,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5550838515172116,-0.5553777335876335,-0.5580226722214291,10,0.0008816462112652,0.0,0.0,0.0,10,0.0,6.426263,0.035011895,-5.807195,3125,1.1973913,150,131.39540983606557,34,1525,24.14674492360833,1309.0598911717534,733.9045340574023,-187.2201623879373,1525,290.1291196016651,456243.0,279.8255293369293,200000.0,152.0,22150.853551864624,30400000.0,714.731070013223,475000.0
2.524221e-08,1.6709267e-09,73.58984,-0.003293356,1.4651193e-10,0.008591825,15.812278,190.69966,190.68901,16.37863,223.97173,593.51196,223.44264,1.0,0.117923714,-1.0,1500,0.72947603,0.2899201133620208,0.2899201133620207,0.2899201133620208,10,5.551115123125783e-17,150,150.0,150,10,0.0,1123.674365652725,1123.672850979492,1123.6592189203948,10,0.0045440196990966,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-210.0,-210.0,-210.0,10,0.0,1099.6388726477844,1099.6388726477846,1099.6388726477844,10,2.273736754432321e-13,234.57307907194604,234.5730790719461,234.57307907194604,10,5.684341886080803e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5375912399973238,-0.53910589663615,-0.552737806385585,10,0.0045439699164783,0.0,0.0,0.0,10,0.0,5.9107175,0.034304354,-6.0176687,3125,1.1980182,150,130.3035479632063,15,1522,24.58415994893611,1326.974186249077,714.3029529516388,-202.57854352146387,1522,295.4720475514008,457765.0,279.3004622459412,200000.0,153.0,22430.154014110565,30600000.0,716.0747189307826,478125.0
2.523532e-08,1.674908e-09,74.08774,-0.0026879387,1.4203576e-10,0.008022256,15.819116,190.61316,190.60286,16.287338,225.66872,595.49445,225.13327,1.0,0.11830764,-1.0,1500,0.7491303,0.3022498305493282,0.3022498305493282,0.3022498305493282,10,0.0,150,150.0,150,10,0.0,1047.3140702396631,1047.3108959823846,1047.2823276668787,10,0.0095227718353271,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-260.0,-260.0,-260.0,10,0.0,1072.2314259650552,1072.2314259650552,1072.2314259650552,10,0.0,235.5905193329123,235.5905193329123,235.5905193329123,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5078803282431511,-0.5110546139280334,-0.5396231850919739,10,0.0095228570546468,0.0,0.0,0.0,10,0.0,6.200637,0.03354732,-6.109395,3125,1.1986973,150,127.29955668144396,19,1579,26.894833179164188,1337.3694476038218,686.272453728286,-283.5179456965998,1579,309.489352283799,459344.0,286.3351845741272,200000.0,154.0,22716.48919868469,30800000.0,698.4820964194971,481250.0
2.5230747e-08,1.6723033e-09,74.59526,-0.0030698343,1.443111e-10,0.008440694,15.81583,190.51479,190.5044,16.140326,225.65953,605.32135,225.0706,1.0,0.12780735,-1.0,1500,0.75536287,0.3114583674622289,0.3114583674622288,0.3114583674622289,10,5.551115123125783e-17,150,150.0,150,10,0.0,1052.7353877723217,1052.717102831602,1052.715071171522,10,0.0060949802398681,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-250.0,-250.0,-250.0,10,0.0,1067.0870922622007,1067.087092262201,1067.0870922622007,10,2.273736754432321e-13,236.1589171073084,236.1589171073084,236.1589171073084,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5106223619926388,-0.5289074227735411,-0.5309390961936413,10,0.0060950202603007,0.0,0.0,0.0,10,0.0,5.8132277,0.037579592,-5.8563223,3125,1.1991253,150,131.706771860618,38,1521,22.78189212893106,1418.0804832745343,739.4533065252037,-140.5273743160069,1521,290.966901767063,460865.0,283.66301226615906,200000.0,155.0,23000.15221095085,31000000.0,705.0619620873989,484375.0
2.5229964e-08,1.6737589e-09,75.09388,-0.0025391576,1.4279976e-10,0.007945918,15.820714,190.46596,190.4556,16.177189,226.15567,593.5462,225.65459,1.0,0.1138527,-1.0,1490,0.7802407,0.3211663958174732,0.3211663958174732,0.3211663958174732,10,0.0,149,149.0,149,10,0.0,701.6207470819354,701.6035240575671,701.4485168382525,10,0.0516690731048584,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-100,-100.0,-100,10,0.0,-440.0,-440.0,-440.0,10,0.0,1017.1882416230223,1017.1882416230222,1017.1882416230223,10,1.1368683772161605e-13,224.7920524892625,224.7920524892625,224.7920524892625,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.3595478661842062,-0.3767708768227922,-0.5317779725700655,10,0.0516690319157577,0.0067114093959731,0.0067114093959731,0.0067114093959731,10,0.0,6.094412,0.04046776,-6.0546064,3125,1.1993629,150,131.84868421052633,28,1520,23.12940139292441,1384.060297869146,740.4877905795219,-144.91452649235725,1520,296.9318167775872,462385.0,285.4743764400482,200000.0,156.0,23285.6265873909,31200000.0,700.5882716832959,487500.0
2.5229964e-08,1.6749284e-09,75.408325,-0.002244485,1.4163032e-10,0.007673885,15.8280525,190.44736,190.43716,16.086927,228.58159,590.4891,228.16472,1.0,0.12508786,-1.0,1500,0.78095365,0.3268874712425688,0.3268874712425688,0.3268874712425688,10,0.0,150,150.0,150,10,0.0,890.9359039589763,890.9017772480845,890.8979853913188,10,0.0113755702972412,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-360.0,-360.0,-360.0,10,0.0,1023.0330997801886,1023.0330997801886,1023.0330997801886,10,0.0,228.2621187957212,228.2621187957212,228.2621187957212,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.3593116642975371,-0.3934381665043912,-0.3972300000829305,10,0.011375500735618,0.0,0.0,0.0,10,0.0,5.8922377,0.041946117,-6.1588764,3125,1.2000031,150,133.09558823529412,34,1496,23.053346220889114,1343.7993770614266,745.9898147611862,-175.51863542944193,1496,304.2972488694294,463881.0,283.0462613105774,200000.0,157.0,23568.67284870148,31400000.0,706.5982750450343,490625.0
2.5229962e-08,1.6731428e-09,75.877335,-0.002523536,1.4341585e-10,0.007986705,15.82141,190.40813,190.39775,16.204638,229.97028,590.9605,229.48453,1.0,0.13057391,-1.0,1500,0.77364653,0.3237554334284854,0.3237554334284854,0.3237554334284854,10,0.0,150,150.0,150,10,0.0,928.1639974862336,928.1456035405396,928.143559768796,10,0.0061313152313232,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-340.0,-340.0,-340.0,10,0.0,1037.9086587608494,1037.9086587608494,1037.9086587608494,10,0.0,230.64685383449705,230.64685383449705,230.64685383449705,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.3915120825794143,-0.4099061949711965,-0.4119499852369501,10,0.0061313707972607,0.0,0.0,0.0,10,0.0,5.8192596,0.043724608,-6.018891,3125,1.1987698,150,132.8716755319149,37,1504,23.13461176580007,1347.6176653206348,753.2472522504497,-169.20387843670323,1504,302.3476845960576,465385.0,281.0190176963806,200000.0,158.0,23849.691866397858,31600000.0,711.6956056550044,493750.0
2.5229964e-08,1.6756846e-09,76.3865,-0.0025325967,1.4087412e-10,0.008032423,15.80838,190.42308,190.41296,16.188196,232.55731,586.2917,232.1449,1.0,0.13015334,-1.0,1500,0.77406025,0.3202734134560019,0.320273413456002,0.3202734134560019,10,5.551115123125783e-17,150,150.0,150,10,0.0,775.9805033826269,775.8800887727178,775.8689315938391,10,0.0334715366363525,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-490.0,-490.0,-490.0,10,0.0,1039.345711836491,1039.345711836491,1039.345711836491,10,0.0,227.0467071958404,227.0467071958404,227.0467071958404,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.4119174889391606,-0.5123318649762679,-0.5234890178692798,10,0.0334714586790357,0.0,0.0,0.0,10,0.0,5.871833,0.043841153,-6.1748056,3125,1.1975251,150,131.00065402223674,30,1529,25.0067747438748,1386.0044965445995,737.9900897686987,-172.7691782899201,1529,316.2489523517855,466914.0,291.2650339603424,200000.0,159.0,24140.9569003582,31800000.0,686.6598344490307,496875.0
2.5229964e-08,1.6724507e-09,76.61621,-0.002996669,1.4410806e-10,0.008513036,15.798216,190.39365,190.38329,16.201603,234.79787,587.1876,234.3775,1.0,0.11889963,-1.0,1500,0.7821754,0.3203053207186535,0.3203053207186535,0.3203053207186535,10,5.551115123125783e-17,150,150.0,150,10,0.0,629.2780190613121,629.2760487701744,629.2583161499351,10,0.0059108734130859,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-630.0,-630.0,-630.0,10,0.0,1027.822002073092,1027.822002073092,1027.822002073092,10,2.273736754432321e-13,231.9600606174424,231.96006061744237,231.9600606174424,10,2.8421709430404014e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5040423016343651,-0.5060125920146328,-0.5237452054370406,10,0.0059108711408026,0.0,0.0,0.0,10,0.0,5.859229,0.044270262,-6.168577,3125,1.1960614,150,132.82726671078757,38,1511,23.95080879566677,1356.5308173149824,760.3824594124075,-220.92080725729463,1511,310.1668289278234,468425.0,301.0805971622467,200000.0,160.0,24442.037497520447,32000000.0,664.2739581528854,500000.0
0.2660055,0.010606942,13.680832,-0.0033930477,0.00854545,0.004378068,4.6262183,187.74687,187.76207,1.3163466,-52816.953,37162127000.0,-51927.49,1.0,0.11225482,-1.0,1500,0.7773625,0.32144506264119177,0.3214450626411917,0.32144506264119177,10,5.551115123125783e-17,150,150.0,150,10,0.0,681.3526797294617,680.9998507976532,680.9606475830078,10,0.11760964393615722,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-570.0,-570.0,-570.0,10,0.0,1027.5822510193032,1027.5822510193032,1027.5822510193032,10,0.0,223.8713300781375,223.8713300781375,223.8713300781375,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.10090147676599857,-0.453730374792772,-0.4929335856846358,10,0.11760963267559116,0.0,0.0,0.0,10,0.0,5.99325,0.03773398,-6.472028,3125,1.204731,150,108.78265642151482,19,1822,34.66437742895836,1317.5823043584824,412.5437715250714,-256.94288064166903,1822,329.62373527092024,470247.0,310.95082688331604,200000.0,161.0,310.95082688331604,32200000.0,643.188513131209,503125.0
0.009561585,0.0003432568,21.82378,-0.004537498,0.00034517713,0.0061088107,10.741697,186.11581,186.1083,1.3381113,146.1343,1072.2877,132.77942,1.0,0.11111438,-1.0,1500,0.78051335,0.3279959663994721,0.3279959663994721,0.3279959663994721,10,0.0,150,150.0,150,10,0.0,1054.8132961541414,1054.7594876080752,1054.7535088807344,10,0.017936182022094727,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-240.0,-240.0,-240.0,10,0.0,1080.5566531980526,1080.5566531980526,1080.5566531980526,10,0.0,214.7526883922502,214.75268839225018,214.7526883922502,10,2.842170943040401e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.49604838686890484,-0.5498569405175944,-0.5558356687007823,10,0.01793618454956323,0.0,0.0,0.0,10,0.0,5.772868,0.02804613,-5.9587746,3125,1.2134235,150,102.12113402061856,23,1940,30.241830570251043,1157.0852071372792,307.2325630089274,-386.85304410755634,1940,246.13641851543258,472187.0,296.14695739746094,200000.0,162.0,607.097784280777,32400000.0,675.3403842389594,506250.0
0.000476582,2.1324591e-05,29.422482,-0.0044607357,1.2989307e-05,0.006579154,15.429401,185.90666,185.89076,1.7698656,124.73703,960.0769,113.65604,1.0,0.11237956,-1.0,1500,0.76864606,0.3156105712547222,0.3156105712547222,0.3156105712547222,10,0.0,150,150.0,150,10,0.0,1035.397238014266,1035.3601861935108,1035.356069324538,10,0.012350606918334962,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-290.0,-290.0,-290.0,10,0.0,1105.2439108866329,1105.2439108866329,1105.2439108866329,10,0.0,220.69596762812694,220.69596762812694,220.69596762812694,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5426393896637853,-0.5796913476724098,-0.5838082318955904,10,0.012350652669541516,0.0,0.0,0.0,10,0.0,5.9733706,0.0120643275,-5.8643584,3125,1.2236,150,104.29812695109261,30,1922,28.64518102710218,1169.4898574445397,305.22864158505354,-364.74812230840325,1922,232.04082260490077,474109.0,298.0696578025818,200000.0,163.0,905.1674420833588,32600000.0,670.9840963834853,509375.0
2.7763897e-05,1.4708727e-06,35.06021,-0.0027390805,5.281281e-07,0.0052634156,15.966705,185.43637,185.42075,5.674249,106.18155,898.3095,99.930336,1.0,0.10612472,-1.0,1500,0.7791288,0.31909848943327546,0.31909848943327546,0.31909848943327546,10,0.0,150,150.0,150,10,0.0,1160.9609054196626,1160.9534267056733,1160.88611827977,10,0.022436141967773438,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-170.0,-170.0,-170.0,10,0.0,1096.5138049779243,1096.513804977924,1096.5138049779243,10,2.2737367544323206e-13,234.95467028688518,234.95467028688518,234.95467028688518,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.5075706220093984,-0.515049354626927,-0.5823579481846863,10,0.02243619785258638,0.0,0.0,0.0,10,0.0,5.91607,0.004044471,-5.861587,3125,1.225261,150,99.17147117296223,20,2012,29.711935757602205,1145.6235658973455,292.1720222390461,-208.6458778118249,2012,230.9773279706986,476121.0,294.88284635543823,200000.0,164.0,1200.050288438797,32800000.0,678.2354500164082,512500.0
2.5056486e-06,1.5044944e-07,37.813114,-0.0018780775,2.995726e-08,0.004600622,15.953932,185.3804,185.36517,13.164647,108.55961,922.9348,105.660355,1.0,0.097537875,-1.0,1500,0.7810033,0.32035741240098403,0.32035741240098403,0.32035741240098403,10,0.0,150,150.0,150,10,0.0,1187.0369173525833,1187.034730672743,1187.0150505541824,10,0.006560039520263673,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-190.0,-190.0,-190.0,10,0.0,1130.507266264361,1130.507266264361,1130.507266264361,10,0.0,247.01703461716178,247.01703461716178,247.01703461716178,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.48738526701319224,-0.48957191903296315,-0.5092517872109007,10,0.006559956059312538,0.0,0.0,0.0,10,0.0,6.008568,0.0042922217,-6.6665277,3125,1.2243633,150,108.7069716775599,22,1836,29.210045713210125,1207.222704052925,416.47254164872663,-259.4647831111215,1836,262.35810628246156,477957.0,287.37658047676086,200000.0,165.0,1487.4268689155579,33000000.0,695.950935417903,515625.0
7.210677e-07,4.554476e-08,39.542397,-0.0018130904,6.3721077e-09,0.004660143,15.944329,185.48009,185.4653,19.719166,121.83453,973.5624,119.02709,1.0,0.095143534,-1.0,1500,0.7781644,0.31776336665247706,0.31776336665247706,0.31776336665247706,10,0.0,150,150.0,150,10,0.0,1251.0649226941168,1251.0572088040412,1250.98778379336,10,0.023141670227050777,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-170.0,-170.0,-170.0,10,0.0,1162.0465845674678,1162.0465845674678,1162.0465845674678,10,0.0,259.42274478749835,259.42274478749835,259.42274478749835,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.40440330064991636,-0.4121172012092166,-0.48154230624291894,10,0.02314170167790077,0.0,0.0,0.0,10,0.0,6.366111,0.004124411,-5.628616,3125,1.2240574,150,115.92276657060519,24,1735,27.427868730985736,1235.320188306563,521.5341502352605,-308.35068598389626,1735,266.57861823263113,479692.0,288.8467388153076,200000.0,166.0,1776.2736077308655,33200000.0,692.4087175790571,518750.0
4.0721665e-07,2.5950305e-08,40.70797,-0.0017406968,3.3692973e-09,0.0046716705,15.944671,186.26978,186.25542,20.88645,141.25545,977.2474,138.35815,1.0,0.084053494,-1.0,1500,0.78008735,0.3168453923064504,0.31684539230645037,0.3168453923064504,10,5.551115123125783e-17,150,150.0,150,10,0.0,1304.1335852307966,1304.1217634362868,1304.0153672856977,10,0.03546538352966309,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-180.0,-180.0,-180.0,10,0.0,1209.039736689408,1209.039736689408,1209.039736689408,10,0.0,275.3791664963758,275.3791664963757,275.3791664963758,10,5.684341886080802e-14,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.28531638189455,-0.29713819512164114,-0.4035345141654615,10,0.03546543968127345,0.0,0.0,0.0,10,0.0,5.8209505,0.0041649393,-5.8750687,3125,1.2248833,150,118.86909742976688,22,1673,25.489544430535076,1254.2939277291298,577.3237884647091,-229.66571424360154,1673,262.2754221485852,481365.0,296.1159517765045,200000.0,167.0,2072.38955950737,33400000.0,675.4110975789354,521875.0
2.8659204e-07,1.8347322e-08,41.469223,-0.0016469968,2.2873046e-09,0.004632781,15.972146,187.09329,187.07964,20.631964,164.59032,982.5547,161.35687,1.0,0.08377442,-1.0,1500,0.8010517,0.3306082290622964,0.3306082290622964,0.3306082290622964,10,0.0,150,150.0,150,10,0.0,1390.7619710564613,1390.7555251717567,1390.6975122094154,10,0.01933765411376953,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-210.0,-210.0,-210.0,10,0.0,1299.0267460309165,1299.0267460309165,1299.0267460309165,10,0.0,301.953681251222,301.953681251222,301.953681251222,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.21845941262555962,-0.2249052770158182,-0.2829180565281451,10,0.019337593170775647,0.0,0.0,0.0,10,0.0,6.1145487,3.0274421e-05,-5.8842807,3125,1.2296196,150,121.46517262265294,30,1651,23.530702747481012,1300.7675247639418,618.0944883433568,-183.4816964296624,1651,262.4209876935116,483016.0,290.78735280036926,200000.0,168.0,2363.1769123077393,33600000.0,687.7878218359228,525000.0
2.2216436e-07,1.4309381e-08,41.980106,-0.0016914208,1.6864513e-09,0.0047139884,16.00105,187.94855,187.93536,19.642588,183.67625,876.8576,180.94156,1.0,0.08233493,-1.0,1500,0.8057264,0.3330361488514552,0.33303614885145516,0.3330361488514552,10,5.551115123125783e-17,150,150.0,150,10,0.0,1413.6806287392974,1413.6801796540617,1413.6761378869414,10,0.0013472557067871092,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-200.0,-200.0,-200.0,10,0.0,1306.0378120572013,1306.0378120572016,1306.0378120572013,10,2.2737367544323206e-13,307.85105728682163,307.85105728682163,307.85105728682163,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.20824384472890783,-0.20869292106576837,-0.21273460809751313,10,0.0013472290105815883,0.0,0.0,0.0,10,0.0,5.972099,-0.0030474279,-6.0310674,3125,1.2335643,150,122.29176904176904,34,1628,21.061603945392076,1240.331191919744,647.8556900596923,-329.49752207659185,1628,240.4215961268981,484644.0,295.6198179721832,200000.0,169.0,2658.7967302799225,33800000.0,676.5446287461664,528125.0
1.8178302e-07,1.17587415e-08,42.206966,-0.0020575773,1.3296383e-09,0.0050964793,16.021732,188.6784,188.66524,18.192198,193.87198,718.0394,192.2552,1.0,0.087697685,-1.0,1500,0.80535,0.335594011755384,0.33559401175538406,0.335594011755384,10,5.551115123125783e-17,150,150.0,150,10,0.0,1430.531095251441,1430.5310755103826,1430.5310733169317,10,6.580352783203125e-06,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,0,0.0,0,10,0.0,-190.0,-190.0,-190.0,10,0.0,1311.9660747581215,1311.9660747581215,1311.9660747581215,10,0.0,308.779002533381,308.779002533381,308.779002533381,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,0.0,-0.213980638732344,-0.21400007929335435,-0.21400223935568885,10,6.480187003457537e-06,0.0,0.0,0.0,10,0.0,5.8373857,-0.0022716476,-6.1656094,3125,1.2354785,150,122.70938074800736,24,1631,21.380071264053633,1257.1833162903786,651.4080450453047,-253.97869708761573,1631,245.86475101485993,486275.0,284.7236874103546,200000.0,170.0,2943.520417690277,34000000.0,702.4354096389332,531250.0
